shapelet,ig
"0.43, 0.89, 0.07",0.000615378775190023
"0.95, 0.76, 0.28",0.0003101762601495084
"0.43, 0.43, 0.54",0.00011015950550274933
"0.49, 0.88, 0.06",0.0004529198462367434
"0.52, 0.43, 0.78",0.00033688603006110096
"0.59, 0.55, 0.0",0.0005437734248373571
"0.85, 0.58, 0.9",0.00035825323895966044
"0.98, 0.48, 0.55",0.0002869180170125274
"0.19, 0.43, 0.78",0.0002376456759931589
"0.68, 0.48, 0.57",0.00028796199073888307
"0.57, 0.89, 0.88",0.00047537285902921056
"0.49, 0.41, 0.87",0.00022602465468246624
"0.52, 0.9, 0.28",0.000677571035254565
"0.69, 0.38, 0.56",0.0003538572486272429
"0.47, 0.86, 0.7",0.00031687901112986694
"0.19, 0.47, 0.46",0.00028863320944128024
"0.51, 0.82, 0.81",0.00015842139719379755
"0.75, 0.47, 0.61",0.00024715663500485263
"0.56, 0.43, 0.47",0.00013738911678262689
"0.87, 0.87, 0.8",0.0003961214047573103
"0.89, 0.56, 0.51",0.0002647656404773935
"0.89, 0.43, 0.72",0.000537001244862334
"0.67, 0.85, 0.43",0.00045866365298918854
"0.73, 0.88, 0.57",0.0005636680199531119
"0.07, 0.89, 0.98",0.0002703747423158376
"0.75, 0.57, 0.89",0.00042809956924239057
"0.19, 0.72, 0.55",0.0005753417473870481
"0.86, 0.85, 0.55",0.0001652693716370779
"0.43, 0.28, 0.43",0.00023841744744701465
"0.43, 0.18, 0.87",0.00037816783220046
"0.28, 0.43, 0.43",0.00028344803211166614
"0.43, 0.51, 0.43",0.0004128110676971941
"0.87, 0.0, 0.09",0.00024823139439666964
"0.38, 0.51, 0.88",0.00030994439381892835
"0.55, 0.43, 0.43",0.0001648816508653672
"0.87, 0.43, 0.49",0.00031687901112986694
"0.51, 0.92, 0.86",0.00026604788493700404
"0.51, 0.48, 0.56",0.0005546333761006217
"0.39, 0.28, 0.28",0.00024649496851858466
"0.57, 0.51, 0.49",0.0002599390091321263
"0.72, 0.72, 0.43",0.00020150884735381513
"0.56, 0.43, 0.57",0.00014569987928281236
"0.43, 0.87, 0.45",0.0006086246027522391
"0.88, 0.43, 0.47",0.0004096272939561052
"0.9, 0.68, 0.5",0.0003340477868313263
"0.18, 0.45, 0.18",0.000557572978239329
"0.45, 0.18, 0.18",0.00028017235687327613
"0.81, 0.67, 0.92",0.00037365434659675234
"0.69, 0.58, 0.68",0.00017952805417664752
"0.43, 0.46, 0.9",0.0002852035640229511
"0.96, 0.43, 0.89",0.00042151969427928204
"0.88, 0.89, 0.56",0.0002376456759931589
"0.53, 0.43, 0.56",0.0005546333761006217
"0.43, 0.88, 0.91",0.0002376456759931589
"0.75, 0.43, 0.34",0.00018179172480747852
"0.92, 0.88, 0.88",0.00016448520393419486
"0.52, 0.46, 0.39",0.0003620153085650557
"0.54, 0.55, 0.61",0.00031687901112986694
"0.43, 0.43, 0.86",0.00021160677438336606
"0.56, 0.86, 0.5",0.00038907707897650745
"0.88, 0.88, 0.7",0.00015842139719379755
"0.18, 0.07, 0.88",0.00016819172802906568
"0.87, 0.53, 0.07",0.00024298540446721084
"0.87, 0.86, 0.71",0.00019429682120231107
"0.89, 0.7, 0.6",0.0003823361878069198
"0.07, 0.53, 0.43",0.000341085487208459
"0.07, 0.0, 0.28",0.00019350874329615575
"0.98, 0.46, 0.06",0.0002612546648523839
"0.51, 0.73, 0.73",0.00044112768504112054
"0.46, 0.53, 0.53",0.0002920985060744785
"0.43, 0.43, 0.87",0.00024343305968876905
"0.69, 0.79, 0.56",0.0004152887958651652
"0.46, 0.91, 0.9",0.0002376456759931589
"0.43, 0.9, 0.75",0.00037049387129528544
"0.48, 0.28, 0.52",0.00018477734432553738
"0.43, 0.88, 0.41",0.0006225592592068452
"0.91, 0.46, 0.55",0.0002210446501421659
"0.52, 0.37, 0.56",0.0006822685508922621
"0.63, 0.19, 0.43",0.0003243101177233809
"0.28, 0.55, 0.5",0.0003405223268148072
"0.8, 0.48, 0.43",0.00025130889337154905
"0.57, 0.9, 0.08",0.00043989997031690375
"0.39, 0.66, 0.88",0.00044112768504112054
"0.88, 0.89, 0.55",0.0002376456759931589
"0.56, 0.68, 0.68",0.0005546333761006217
"0.56, 0.97, 0.54",0.0006024663388520812
"0.43, 0.5, 0.56",0.00031979228967260465
"0.45, 0.07, 0.53",0.0002966411569822469
"0.46, 0.31, 0.43",0.00022595773287004128
"0.5, 0.96, 0.43",0.0004948263530288877
"0.43, 0.44, 0.43",0.0002129851576363473
"0.55, 0.37, 0.8",0.00041791082897391085
"0.48, 0.43, 0.9",0.00017649761027482835
